start_time,time,rat_present,habit,bat_landing_to_food,risk,reward,seconds_after_rat_arrival,bat_landing_number,rat_minutes,rat_arrival_number,food_availability
2018-05-02 00:47:00,2018-05-02 00:21:00,1,pick,2.0,0,1,10,30,4.116666667,1,3.0
2018-05-02 00:47:00,2018-05-02 00:21:00,1,rat,19.0,1,0,12,30,4.116666667,1,3.0
2018-05-02 00:49:00,2018-05-02 00:21:00,1,fast,1.0,0,1,142,30,4.116666667,1,3.0
2018-05-02 00:51:00,2018-05-02 00:51:00,1,bat_fight,2.0,1,0,253,34,7.216666667,1,3.0
2018-05-02 00:51:00,2018-05-02 00:51:00,1,bat_and_rat,6.0,1,0,280,34,7.216666667,1,3.0
2018-05-02 00:51:00,2018-05-02 00:51:00,1,bat_fight,22.0,1,0,296,34,7.216666667,1,3.0
2018-05-02 00:53:00,2018-05-02 00:51:00,1,bat_and_rat_and_pick,20.0,1,1,396,34,7.216666667,1,3.0
2018-05-02 00:53:00,2018-05-02 00:51:00,1,pick,22.0,0,1,408,34,7.216666667,1,3.0
2018-05-02 00:54:00,2018-05-02 00:51:00,1,pick,7.0,0,1,433,34,7.216666667,1,3.0
2018-05-02 00:57:00,2018-05-02 00:51:00,1,rat,4.0,1,0,627,34,7.216666667,1,3.0
2018-05-02 01:35:00,2018-05-02 01:21:00,1,rat,2.0,1,0,99,36,1.9,2,3.0
2018-05-02 02:20:00,2018-05-02 01:51:00,1,bat,0.010871342,1,0,404,35,14.0,2,3.0
2018-05-02 02:21:00,2018-05-02 02:21:00,1,bat,4.0,1,0,449,35,17.03333333,4,3.0
2018-05-02 02:22:00,2018-05-02 02:21:00,1,bat,7.0,1,0,507,35,17.03333333,4,3.0
2018-05-02 02:22:00,2018-05-02 02:21:00,1,bat,6.0,1,0,481,35,17.03333333,4,3.0
,2018-05-02 03:21:00,1,,,,,,15,2.133333333,2,3.0
2018-05-02 03:51:00,2018-05-02 03:51:00,1,fast,1.0,0,1,23,11,7.133333333,2,3.0
2018-05-02 04:22:00,2018-05-02 04:21:00,1,pick_and_rat,23.0,1,1,489,4,44.31666667,7,3.0
2018-05-02 05:09:00,2018-05-02 04:51:00,1,fast,0.019932178,0,1,110,3,25.2,4,3.0
,2018-05-02 05:21:00,1,,,,,,2,9.25,2,3.0
,2018-05-02 05:51:00,1,,,,,,4,7.05,1,3.0
,2018-05-02 06:21:00,0,,,,,,3,0.0,0,3.0
,2018-05-02 06:51:00,0,,,,,,2,0.0,0,3.0
,2018-05-02 07:21:00,0,,,,,,2,0.0,0,3.0
,2018-05-02 08:21:00,0,,,,,,4,0.0,0,3.0
,2018-05-02 17:21:00,0,,,,,,10,0.0,0,4.0
,2018-05-02 17:51:00,0,,,,,,5,0.0,0,4.0
,2018-05-02 18:21:00,1,,,,,,2,11.48333333,1,4.0
2018-05-02 19:20:00,2018-05-02 18:51:00,1,pick_and_rat,6.0,1,1,260,18,5.25,1,3.94057725
,2018-05-02 19:21:00,1,,,,,,22,8.4,2,3.49122807
2018-05-02 19:52:00,2018-05-02 19:51:00,1,rat,3.0,1,0,9,31,3.566666667,2,3.051499717
2018-05-02 19:53:00,2018-05-02 19:51:00,1,rat,1.0,1,0,51,31,3.566666667,2,3.051499717
2018-05-02 19:55:00,2018-05-02 19:51:00,1,rat,1.0,1,0,146,31,3.566666667,2,3.051499717
,2018-05-02 20:21:00,1,,,,,,26,4.633333333,2,3.0
2018-05-02 21:01:00,2018-05-02 20:51:00,1,pick,18.0,0,1,89,27,5.383333333,2,3.0
2018-05-02 21:01:00,2018-05-02 20:51:00,1,rat,1.0,1,0,124,27,5.383333333,2,3.0
2018-05-02 21:05:00,2018-05-02 20:51:00,1,rat,4.0,1,0,317,27,5.383333333,2,3.0
,2018-05-02 21:21:00,0,,,,,,19,0.0,0,3.0
,2018-05-02 22:21:00,0,,,,,,30,0.0,0,3.0
2018-05-02 22:56:00,2018-05-02 22:51:00,1,fast,1.0,0,1,293,20,25.71666667,5,3.0
2018-05-02 23:13:00,2018-05-02 22:51:00,1,pick_and_rat,16.0,1,1,5,20,25.71666667,5,3.0
2018-05-02 23:20:00,2018-05-02 22:51:00,1,fast,1.0,0,1,451,20,25.71666667,5,3.0
2018-05-02 23:20:00,2018-05-02 22:51:00,1,no_food,2.0,0,0,448,20,25.71666667,5,3.0
,2018-05-02 23:21:00,0,,,,,,32,0.0,0,3.0
,2018-05-03 00:21:00,0,,,,,,31,0.0,0,3.0
,2018-05-03 00:51:00,0,,,,,,40,0.0,0,3.0
,2018-05-03 01:21:00,0,,,,,,40,0.0,0,3.0
,2018-05-03 01:51:00,1,,,,,,18,5.116666667,1,2.916347731
,2018-05-03 02:21:00,1,,,,,,20,0.883333333,1,2.457627119
,2018-05-03 02:51:00,0,,,,,,24,0.0,0,2.042646255
2018-05-03 03:29:00,2018-05-03 03:21:00,1,rat,13.0,1,0,453,25,12.05,3,2.0
2018-05-03 03:30:00,2018-05-03 03:21:00,1,bat_and_rat,1.0,1,0,566,25,12.05,3,2.0
2018-05-03 03:31:00,2018-05-03 03:21:00,1,fast,1.0,0,1,625,25,12.05,3,2.0
2018-05-03 03:51:00,2018-05-03 03:51:00,1,rat,20.0,1,0,137,10,42.88333333,3,2.0
,2018-05-03 04:21:00,1,,,,,,2,106.6333333,6,2.0
,2018-05-03 04:51:00,1,,,,,,0,120.0,4,2.0
,2018-05-03 05:21:00,1,,,,,,1,111.5333333,4,2.0
,2018-05-03 05:51:00,1,,,,,,2,1.05,1,2.0
,2018-05-03 06:21:00,1,,,,,,2,0.233333333,1,2.0
,2018-05-03 06:51:00,0,,,,,,16,0.0,0,2.0
,2018-05-03 17:22:00,1,,,,,,0,5.316666667,2,4.0
,2018-05-03 17:52:00,0,,,,,,6,0.0,0,4.0
,2018-05-03 18:22:00,1,,,,,,12,2.766666667,1,4.0
2018-05-03 19:11:00,2018-05-03 18:52:00,1,rat,1.0,1,0,790,31,23.21666667,1,3.896118097
2018-05-03 19:14:00,2018-05-03 18:52:00,1,rat,4.0,1,0,930,31,23.21666667,1,3.896118097
,2018-05-03 19:22:00,1,,,,,,23,11.0,2,3.423728814
2018-05-03 20:18:00,2018-05-03 19:52:00,1,rat,2.0,1,0,43,11,6.733333333,4,3.030071077
,2018-05-03 20:22:00,1,,,,,,19,1.716666667,2,3.0
2018-05-03 20:58:00,2018-05-03 20:52:00,1,rat,0.042337019,1,0,40,11,10.08333333,3,3.0
,2018-05-03 21:22:00,1,,,,,,27,1.65,1,3.0
,2018-05-03 21:52:00,1,,,,,,16,2.7,2,3.0
,2018-05-03 22:22:00,0,,,,,,69,0.0,0,3.0
,2018-05-03 22:52:00,0,,,,,,21,0.0,0,3.0
2018-05-03 23:49:00,2018-05-03 23:22:00,1,bat_and_rat_and_pick,22.0,1,1,200,46,3.883333333,2,3.0
2018-05-03 23:51:00,2018-05-03 23:22:00,1,pick,28.0,0,1,326,46,3.883333333,2,3.0
2018-05-03 23:51:00,2018-05-03 23:22:00,1,fast,2.0,0,1,339,46,3.883333333,2,3.0
2018-05-04 00:12:00,2018-05-03 23:52:00,1,rat,5.0,1,0,153,14,12.61666667,2,3.0
2018-05-04 00:22:00,2018-05-04 00:22:00,1,rat,18.0,1,0,764,14,8.633333333,1,3.0
2018-05-04 00:22:00,2018-05-04 00:22:00,1,rat,20.0,1,0,774,14,8.633333333,1,3.0
,2018-05-04 00:52:00,0,,,,,,22,0.0,0,3.0
,2018-05-04 01:22:00,0,,,,,,11,0.0,0,3.0
2018-05-04 01:57:00,2018-05-04 01:52:00,1,rat,0.018395555,1,0,9,27,9.65,1,2.906506288
2018-05-04 02:04:00,2018-05-04 01:52:00,1,fast,4.0,0,1,385,27,9.65,1,2.906506288
2018-05-04 02:06:00,2018-05-04 01:52:00,1,bat,11.0,1,0,505,27,9.65,1,2.906506288
2018-05-04 02:06:00,2018-05-04 01:52:00,1,fast,4.0,0,1,519,27,9.65,1,2.906506288
2018-05-04 02:06:00,2018-05-04 01:52:00,1,pick,10.0,0,1,555,27,9.65,1,2.906506288
,2018-05-04 02:22:00,1,,,,,,30,0.383333333,2,2.440677966
2018-05-04 02:58:00,2018-05-04 02:52:00,1,bat_fight,10.0,1,0,142,30,36.7,5,2.036085293
2018-05-04 02:58:00,2018-05-04 02:52:00,1,fast,1.0,0,1,164,30,36.7,5,2.036085293
2018-05-04 03:00:00,2018-05-04 02:52:00,1,pick,5.0,0,1,248,30,36.7,5,2.036085293
2018-05-04 03:05:00,2018-05-04 02:52:00,1,bat_and_pick,6.0,1,1,593,30,36.7,5,2.036085293
2018-05-04 03:05:00,2018-05-04 02:52:00,1,fast,0.062233499,0,1,547,30,36.7,5,2.036085293
2018-05-04 03:06:00,2018-05-04 02:52:00,1,pick,8.0,0,1,620,30,36.7,5,2.036085293
2018-05-04 03:06:00,2018-05-04 02:52:00,1,rat,5.0,1,0,636,30,36.7,5,2.036085293
2018-05-04 03:09:00,2018-05-04 02:52:00,1,rat,8.0,1,0,810,30,36.7,5,2.036085293
2018-05-04 03:20:00,2018-05-04 02:52:00,1,rat,4.0,1,0,23,30,36.7,5,2.036085293
,2018-05-04 03:22:00,0,,,,,,25,0.0,0,2.0
2018-05-04 04:18:00,2018-05-04 03:52:00,1,fast,1.0,0,1,275,17,15.46666667,2,2.0
2018-05-04 04:18:00,2018-05-04 03:52:00,1,rat,2.0,1,0,224,17,15.46666667,2,2.0
2018-05-04 04:19:00,2018-05-04 03:52:00,1,pick,22.0,0,1,310,17,15.46666667,2,2.0
,2018-05-04 04:22:00,1,,,,,,6,8.533333333,3,2.0
,2018-05-04 04:52:00,1,,,,,,5,10.55,3,2.0
,2018-05-04 05:52:00,1,,,,,,2,17.56666667,2,2.0
,2018-05-04 06:22:00,0,,,,,,3,0.0,0,2.0
,2018-05-04 06:52:00,0,,,,,,2,0.0,0,2.0
,2018-05-04 17:53:00,0,,,,,,14,0.0,0,4.0
,2018-05-04 18:23:00,1,,,,,,32,3.566666667,1,4.0
,2018-05-04 18:53:00,0,,,,,,19,0.0,0,3.856399584
,2018-05-04 19:23:00,1,,,,,,16,2.666666667,1,3.387096774
,2018-05-04 19:53:00,1,,,,,,16,5.466666667,2,3.023413111
2018-05-04 20:25:00,2018-05-04 20:23:00,1,rat,6.0,1,0,54,16,27.83333333,3,3.0
2018-05-04 20:44:00,2018-05-04 20:23:00,1,pick,10.0,0,1,275,16,27.83333333,3,3.0
2018-05-04 20:50:00,2018-05-04 20:23:00,1,pick_and_rat,17.0,1,1,645,16,27.83333333,3,3.0
,2018-05-04 20:53:00,1,,,,,,23,23.61666667,3,3.0
,2018-05-04 21:23:00,1,,,,,,20,3.983333333,2,3.0
,2018-05-04 21:53:00,1,,,,,,8,1.716666667,2,3.0
2018-05-04 22:33:00,2018-05-04 22:23:00,1,fast,1.0,0,1,43,27,5.716666667,3,3.0
2018-05-04 22:33:00,2018-05-04 22:23:00,1,pick,8.0,0,1,28,27,5.716666667,3,3.0
,2018-05-04 22:53:00,1,,,,,,31,1.6,1,3.0
2018-05-04 23:36:00,2018-05-04 23:23:00,1,rat,16.0,1,0,167,20,3.083333333,1,3.0
,2018-05-04 23:53:00,1,,,,,,17,3.6,2,3.0
2018-05-05 01:02:00,2018-05-05 00:53:00,1,rat,14.0,1,0,695,14,36.91666667,3,3.0
2018-05-05 01:03:00,2018-05-05 00:53:00,1,pick,19.0,0,1,766,14,36.91666667,3,3.0
,2018-05-05 01:23:00,0,,,,,,24,0.0,0,3.0
2018-05-05 02:02:00,2018-05-05 01:53:00,1,fast,2.0,0,1,13,26,5.55,1,2.871523915
2018-05-05 02:06:00,2018-05-05 01:53:00,1,fast,2.0,0,1,233,26,5.55,1,2.871523915
2018-05-05 02:46:00,2018-05-05 02:23:00,1,fast,1.0,0,1,81,31,2.083333333,1,2.379310345
,2018-05-05 02:53:00,1,,,,,,29,0.933333333,3,2.015572859
2018-05-05 03:25:00,2018-05-05 03:23:00,1,rat,1.0,1,0,179,17,8.25,2,2.0
2018-05-05 03:26:00,2018-05-05 03:23:00,1,rat,18.0,1,0,237,17,8.25,2,2.0
,2018-05-05 03:53:00,0,,,,,,10,0.0,0,2.0
,2018-05-05 04:53:00,0,,,,,,8,0.0,0,2.0
,2018-05-05 05:23:00,0,,,,,,1,0.0,0,2.0
,2018-05-05 05:53:00,1,,,,,,6,5.4,2,2.0
,2018-05-05 06:23:00,0,,,,,,3,0.0,0,2.0
,2018-05-05 06:53:00,0,,,,,,5,0.0,0,2.0
,2018-05-05 07:23:00,0,,,,,,5,0.0,0,2.0
,2018-05-05 07:53:00,0,,,,,,1,0.0,0,2.0
,2018-05-05 17:24:00,0,,,,,,10,0.0,0,4.0
,2018-05-05 17:54:00,0,,,,,,8,0.0,0,4.0
,2018-05-05 18:24:00,0,,,,,,28,0.0,0,4.0
,2018-05-05 18:54:00,0,,,,,,26,0.0,0,3.838709677
,2018-05-05 19:24:00,1,,,,,,23,11.8,1,3.35
,2018-05-05 19:54:00,0,,,,,,16,0.0,0,3.011290323
,2018-05-05 20:24:00,0,,,,,,18,0.0,0,3.0
,2018-05-05 20:54:00,0,,,,,,18,0.0,0,3.0
,2018-05-05 21:24:00,0,,,,,,17,0.0,0,3.0
2018-05-05 21:59:00,2018-05-05 21:54:00,1,rat,14.0,1,0,264,20,28.76666667,2,3.0
2018-05-05 22:49:00,2018-05-05 22:24:00,1,rat,15.0,1,0,90,22,2.766666667,2,3.0
2018-05-05 22:55:00,2018-05-05 22:54:00,1,rat,23.0,1,0,44,23,4.133333333,2,3.0
2018-05-05 23:26:00,2018-05-05 23:24:00,1,fast,1.0,0,1,62,21,1.05,1,3.0
,2018-05-05 23:54:00,0,,,,,,35,0.0,0,3.0
,2018-05-06 00:24:00,0,,,,,,49,0.0,0,3.0
,2018-05-06 00:54:00,0,,,,,,45,0.0,0,3.0
,2018-05-06 01:24:00,0,,,,,,42,0.0,0,3.0
2018-05-06 01:58:00,2018-05-06 01:54:00,1,rat,3.0,1,0,118,26,13.61666667,1,3.0
2018-05-06 01:58:00,2018-05-06 01:54:00,1,rat,1.0,1,0,116,26,13.61666667,1,3.0
2018-05-06 02:00:00,2018-05-06 01:54:00,1,bat_fight_and_rat,27.0,1,0,210,26,13.61666667,1,3.0
2018-05-06 02:00:00,2018-05-06 01:54:00,1,bat_fight,16.0,1,0,202,26,13.61666667,1,3.0
2018-05-06 02:01:00,2018-05-06 01:54:00,1,rat,0.092315438,1,0,270,26,13.61666667,1,3.0
2018-05-06 02:07:00,2018-05-06 01:54:00,1,rat,16.0,1,0,657,26,13.61666667,1,3.0
2018-05-06 02:09:00,2018-05-06 01:54:00,1,rat,5.0,1,0,783,26,13.61666667,1,3.0
,2018-05-06 02:24:00,0,,,,,,16,0.0,0,3.0
2018-05-06 03:16:00,2018-05-06 02:54:00,1,bat_and_pick,12.0,1,1,377,15,7.05,2,3.0
2018-05-06 03:39:00,2018-05-06 03:24:00,1,fast,1.0,0,1,536,27,15.61666667,1,3.0
2018-05-06 03:39:00,2018-05-06 03:24:00,1,rat,1.0,1,0,557,27,15.61666667,1,3.0
2018-05-06 03:40:00,2018-05-06 03:24:00,1,fast,2.0,0,1,581,27,15.61666667,1,3.0
2018-05-06 03:42:00,2018-05-06 03:24:00,1,fast,3.0,0,1,737,27,15.61666667,1,3.0
2018-05-06 03:42:00,2018-05-06 03:24:00,1,rat,12.0,1,0,721,27,15.61666667,1,3.0
2018-05-06 03:42:00,2018-05-06 03:24:00,1,fast,1.0,0,1,733,27,15.61666667,1,3.0
2018-05-06 03:46:00,2018-05-06 03:24:00,1,fast,1.0,0,1,935,27,15.61666667,1,3.0
,2018-05-06 03:54:00,1,,,,,,21,0.716666667,2,2.838709677
2018-05-06 05:07:00,2018-05-06 04:54:00,1,rat,5.0,1,0,756,19,17.68333333,6,2.011290323
2018-05-06 05:07:00,2018-05-06 04:54:00,1,fast,1.0,0,1,737,19,17.68333333,6,2.011290323
2018-05-06 05:08:00,2018-05-06 04:54:00,1,pick,8.0,0,1,808,19,17.68333333,6,2.011290323
2018-05-06 05:28:00,2018-05-06 05:24:00,1,rat,19.0,1,0,91,13,1.866666667,1,2.0
,2018-05-06 05:54:00,0,,,,,,3,0.0,0,2.0
,2018-05-06 06:54:00,0,,,,,,7,0.0,0,2.0
,2018-05-06 17:24:00,0,,,,,,10,0.0,0,4.0
,2018-05-06 17:54:00,0,,,,,,6,0.0,0,4.0
,2018-05-06 18:24:00,0,,,,,,3,0.0,0,4.0
,2018-05-06 18:54:00,0,,,,,,15,0.0,0,4.0
,2018-05-06 19:24:00,0,,,,,,5,0.0,0,4.0
,2018-05-06 19:54:00,0,,,,,,27,0.0,0,4.0
,2018-05-06 20:24:00,0,,,,,,17,0.0,0,4.0
,2018-05-06 20:54:00,0,,,,,,31,0.0,0,3.860887097
,2018-05-06 21:24:00,0,,,,,,8,0.0,0,3.40625
,2018-05-06 21:54:00,0,,,,,,17,0.0,0,3.033266129
,2018-05-06 22:24:00,0,,,,,,15,0.0,0,3.0
,2018-05-06 22:54:00,0,,,,,,10,0.0,0,3.0
,2018-05-06 23:24:00,1,,,,,,20,9.35,1,3.0
2018-05-06 23:55:00,2018-05-06 23:54:00,1,rat,4.0,1,0,629,13,1.95,1,3.0
,2018-05-07 00:24:00,1,,,,,,13,1.483333333,2,3.0
,2018-05-07 00:54:00,1,,,,,,20,2.833333333,3,3.0
,2018-05-07 01:24:00,0,,,,,,24,0.0,0,3.0
,2018-05-07 01:54:00,0,,,,,,28,0.0,0,3.0
,2018-05-07 02:24:00,1,,,,,,14,24.4,4,3.0
2018-05-07 03:16:00,2018-05-07 02:54:00,1,bat_fight,10.0,1,0,234,27,4.066666667,1,3.0
2018-05-07 03:45:00,2018-05-07 03:24:00,1,rat,23.0,1,0,423,11,27.0,4,3.0
,2018-05-07 03:54:00,1,,,,,,13,2.083333333,5,2.88856305
2018-05-07 04:28:00,2018-05-07 04:24:00,1,rat,2.0,1,0,158,14,25.78333333,3,2.381818182
2018-05-07 04:29:00,2018-05-07 04:24:00,1,other_bats,5.0,1,0,203,14,25.78333333,3,2.381818182
,2018-05-07 04:54:00,0,,,,,,6,0.0,0,2.012316716
2018-05-07 05:32:00,2018-05-07 05:24:00,1,pick,10.0,0,1,149,13,22.43333333,3,2.0
2018-05-07 05:33:00,2018-05-07 05:24:00,1,rat,2.0,1,0,187,13,22.43333333,3,2.0
,2018-05-07 05:54:00,0,,,,,,5,0.0,0,2.0
,2018-05-07 06:24:00,0,,,,,,8,0.0,0,2.0
,2018-05-07 06:54:00,0,,,,,,5,0.0,0,2.0
,2018-05-07 07:24:00,0,,,,,,3,0.0,0,2.0
,2018-05-07 07:54:00,0,,,,,,1,0.0,0,2.0
,2018-05-07 17:25:00,0,,,,,,14,0.0,0,4.0
,2018-05-07 17:55:00,0,,,,,,20,0.0,0,4.0
,2018-05-07 18:25:00,1,,,,,,22,3.9,1,4.0
,2018-05-07 18:55:00,1,,,,,,23,1.283333333,1,3.856819468
,2018-05-07 19:25:00,0,,,,,,32,0.0,0,3.350877193
,2018-05-07 19:55:00,0,,,,,,46,0.0,0,3.008488964
,2018-05-07 20:25:00,0,,,,,,17,0.0,0,3.0
,2018-05-07 20:55:00,1,,,,,,17,3.55,3,3.0
,2018-05-07 21:25:00,0,,,,,,28,0.0,0,3.0
,2018-05-07 21:55:00,1,,,,,,22,0.333333333,1,3.0
,2018-05-07 22:25:00,0,,,,,,19,0.0,0,3.0
,2018-05-07 22:55:00,0,,,,,,35,0.0,0,3.0
,2018-05-07 23:25:00,1,,,,,,22,7.133333333,1,3.0
,2018-05-07 23:55:00,0,,,,,,18,0.0,0,2.835975943
,2018-05-08 00:25:00,1,,,,,,27,3.466666667,1,2.338983051
2018-05-08 01:03:00,2018-05-08 00:55:00,1,rat,4.0,1,0,78,38,1.383333333,1,2.008201203
,2018-05-08 01:25:00,0,,,,,,46,0.0,0,2.0
,2018-05-08 01:55:00,0,,,,,,48,0.0,0,2.0
2018-05-08 02:33:00,2018-05-08 02:25:00,1,fast,2.0,0,1,48,59,2.766666667,1,2.0
2018-05-08 02:35:00,2018-05-08 02:25:00,1,rat,5.0,1,0,161,59,2.766666667,1,2.0
2018-05-08 02:35:00,2018-05-08 02:25:00,1,pick,7.0,0,1,123,59,2.766666667,1,2.0
,2018-05-08 02:55:00,1,,,,,,28,0.85,1,2.0
,2018-05-08 03:25:00,1,,,,,,24,3.05,1,2.0
,2018-05-08 03:55:00,1,,,,,,31,5.066666667,2,2.0
,2018-05-08 04:25:00,0,,,,,,18,0.0,0,1.615384615
,2018-05-08 04:55:00,1,,,,,,13,1.616666667,1,1.037220844
,2018-05-08 05:25:00,1,,,,,,10,2.183333333,1,1.0
,2018-05-08 05:55:00,0,,,,,,2,0.0,0,1.0
,2018-05-09 17:26:00,0,,,,,,8,0.0,0,4.0
,2018-05-09 17:56:00,0,,,,,,22,0.0,0,4.0
,2018-05-09 18:26:00,0,,,,,,44,0.0,0,4.0
,2018-05-09 18:56:00,0,,,,,,45,0.0,0,3.811290323
,2018-05-09 19:26:00,0,,,,,,31,0.0,0,3.316666667
,2018-05-09 19:56:00,0,,,,,,12,0.0,0,3.005376344
,2018-05-09 20:26:00,0,,,,,,35,0.0,0,3.0
,2018-05-09 20:56:00,0,,,,,,49,0.0,0,3.0
,2018-05-09 21:26:00,0,,,,,,64,0.0,0,3.0
,2018-05-09 21:56:00,0,,,,,,31,0.0,0,3.0
,2018-05-09 22:26:00,0,,,,,,13,0.0,0,3.0
,2018-05-09 22:56:00,0,,,,,,14,0.0,0,3.0
,2018-05-09 23:26:00,0,,,,,,42,0.0,0,3.0
,2018-05-09 23:56:00,0,,,,,,18,0.0,0,3.0
,2018-05-10 00:26:00,0,,,,,,37,0.0,0,3.0
,2018-05-10 00:56:00,1,,,,,,40,1.433333333,1,3.0
,2018-05-10 01:26:00,1,,,,,,34,7.433333333,1,3.0
,2018-05-10 01:56:00,0,,,,,,33,0.0,0,3.0
,2018-05-10 02:26:00,1,,,,,,30,1.383333333,1,3.0
2018-05-10 03:13:00,2018-05-10 02:56:00,1,fast,3.0,0,1,31,12,4.116666667,1,3.0
,2018-05-10 03:26:00,1,,,,,,10,5.65,1,3.0
,2018-05-10 03:56:00,0,,,,,,24,0.0,0,2.823084677
2018-05-10 04:44:00,2018-05-10 04:26:00,1,rat,3.0,1,0,29,14,5.55,2,2.359375
,2018-05-10 04:56:00,1,,,,,,25,1.55,1,2.018145161
,2018-05-10 05:26:00,1,,,,,,19,2.516666667,2,2.0
,2018-05-10 05:56:00,1,,,,,,8,1.883333333,1,2.0
,2018-05-10 06:26:00,0,,,,,,9,0.0,0,2.0
,2018-05-10 06:56:00,0,,,,,,7,0.0,0,2.0
,2018-05-10 07:26:00,0,,,,,,3,0.0,0,2.0
,2018-05-10 07:56:00,0,,,,,,1,0.0,0,2.0
,2018-05-10 08:26:00,0,,,,,,3,0.0,0,2.0
,2018-05-10 17:27:00,0,,,,,,5,0.0,0,4.0
,2018-05-10 17:57:00,0,,,,,,11,0.0,0,4.0
,2018-05-10 18:27:00,0,,,,,,6,0.0,0,4.0
,2018-05-10 18:57:00,0,,,,,,6,0.0,0,3.828133263
,2018-05-10 19:27:00,0,,,,,,1,0.0,0,3.344262295
,2018-05-10 19:57:00,1,,,,,,4,23.43333333,2,3.011105235
,2018-05-10 20:27:00,1,,,,,,18,4.333333333,2,3.0
,2018-05-10 20:57:00,1,,,,,,38,1.733333333,1,3.0
,2018-05-10 21:27:00,0,,,,,,24,0.0,0,3.0
2018-05-10 22:09:00,2018-05-10 21:57:00,1,fast,4.0,0,1,15,36,4.383333333,1,3.0
2018-05-10 22:10:00,2018-05-10 21:57:00,1,fast,1.0,0,1,105,36,4.383333333,1,3.0
2018-05-10 22:12:00,2018-05-10 21:57:00,1,rat,7.0,1,0,218,36,4.383333333,1,3.0
2018-05-10 22:12:00,2018-05-10 21:57:00,1,rat,24.0,1,0,228,36,4.383333333,1,3.0
,2018-05-10 22:27:00,0,,,,,,34,0.0,0,3.0
,2018-05-10 22:57:00,0,,,,,,21,0.0,0,3.0
,2018-05-10 23:27:00,1,,,,,,26,1.1,1,3.0
2018-05-10 23:57:00,2018-05-10 23:57:00,1,rat,22.0,1,0,87,32,5.783333333,1,3.0
,2018-05-11 00:27:00,0,,,,,,17,0.0,0,3.0
,2018-05-11 00:57:00,0,,,,,,28,0.0,0,3.0
,2018-05-11 01:27:00,1,,,,,,29,8.283333333,2,3.0
,2018-05-11 01:57:00,1,,,,,,29,4.716666667,2,2.819243604
2018-05-11 02:45:00,2018-05-11 02:27:00,1,rat,2.0,1,0,627,12,25.1,2,2.310344828
2018-05-11 02:46:00,2018-05-11 02:27:00,1,pick_and_rat,21.0,1,1,670,12,25.1,2,2.310344828
2018-05-11 02:47:00,2018-05-11 02:27:00,1,pick_and_rat,8.0,1,1,705,12,25.1,2,2.310344828
,2018-05-11 02:57:00,0,,,,,,23,0.0,0,2.003337041
,2018-05-11 03:27:00,0,,,,,,11,0.0,0,2.0
,2018-05-11 03:57:00,1,,,,,,13,7.133333333,2,2.0
2018-05-11 04:30:00,2018-05-11 04:27:00,1,rat,8.0,1,0,331,15,6.983333333,2,2.0
,2018-05-11 04:57:00,1,,,,,,5,3.45,1,2.0
,2018-05-11 05:27:00,1,,,,,,3,6.55,2,2.0
,2018-05-11 05:57:00,1,,,,,,3,3.266666667,1,2.0
,2018-05-11 06:27:00,0,,,,,,3,0.0,0,2.0
,2018-05-11 06:57:00,0,,,,,,3,0.0,0,2.0
,2018-05-11 07:27:00,0,,,,,,5,0.0,0,2.0
,2018-05-11 07:57:00,0,,,,,,11,0.0,0,2.0
,2018-05-13 20:29:00,0,,,,,,1,0.0,0,4.0
,2018-05-13 20:59:00,0,,,,,,10,0.0,0,3.885116016
,2018-05-13 21:29:00,0,,,,,,8,0.0,0,3.622807018
,2018-05-13 21:59:00,1,,,,,,21,7.9,2,3.359649123
2018-05-13 22:40:00,2018-05-13 22:29:00,1,pick_and_rat,8.0,1,1,118,16,5.1,3,3.099320883
,2018-05-13 22:59:00,0,,,,,,30,0.0,0,3.0
,2018-05-13 23:29:00,1,,,,,,21,0.6,1,3.0
,2018-05-13 23:59:00,1,,,,,,2,32.46666667,3,3.0
,2018-05-14 00:29:00,1,,,,,,42,4.633333333,2,3.0
2018-05-14 01:24:00,2018-05-14 00:59:00,1,bat,26.0,1,0,482,26,17.26666667,2,3.0
,2018-05-14 01:29:00,1,,,,,,37,1.55,1,3.0
,2018-05-14 01:59:00,0,,,,,,32,0.0,0,3.0
,2018-05-14 02:29:00,0,,,,,,34,0.0,0,3.0
,2018-05-14 02:59:00,0,,,,,,23,0.0,0,3.0
2018-05-14 03:36:00,2018-05-14 03:29:00,1,fast,14.0,0,1,140,24,11.1,1,3.0
,2018-05-14 03:59:00,1,,,,,,14,1.2,2,3.0
,2018-05-14 04:29:00,1,,,,,,11,2.133333333,1,3.0
,2018-05-14 04:59:00,1,,,,,,4,13.78333333,3,3.0
2018-05-14 05:42:00,2018-05-14 05:29:00,1,bat,4.0,1,0,11,6,3.883333333,2,3.0
,2018-05-14 05:59:00,0,,,,,,10,0.0,0,3.0
,2018-05-14 06:29:00,0,,,,,,7,0.0,0,3.0
,2018-05-14 07:59:00,0,,,,,,1,0.0,0,3.0
,2018-05-16 17:31:00,0,,,,,,1,0.0,0,4.0
,2018-05-16 18:01:00,0,,,,,,1,0.0,0,4.0
,2018-05-16 19:01:00,0,,,,,,11,0.0,0,3.737704918
,2018-05-16 20:01:00,1,,,,,,3,2.9,1,3.0
,2018-05-16 20:31:00,0,,,,,,33,0.0,0,3.0
,2018-05-16 21:01:00,1,,,,,,12,3.0,1,3.0
